ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Adminin/Servicios,Profesion_Arte,Profesion_Empresa/Finanzas,Profesion_Otros,Profesion_Salud,Profesion_Tecnico/Ing,Zona_Centro,Zona_Este,Zona_Islas,Zona_Norte,Zona_Sur,Campanna_0,Campanna_1,Campanna_3,Campanna_4,Campanna_5,cluster,PC1,PC2
CLI1324,0,0,35,0,1,0,1,2,22446,1882,0,0,481,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1.6547375709818557,-1.2329433438314796
CLI1325,0,1,33,0,1,1,2,2,21224,1836,0,1,189,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.4904196945593582,0.1614203287815414
CLI1326,1,1,77,0,2,0,2,1,37378,935,0,0,156,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.9180065840977024,-0.2183500416932099
CLI1327,1,1,55,1,2,0,3,1,33367,1306,0,0,220,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.1012980997918354,0.0582918438909208
CLI1328,1,1,43,0,2,2,4,2,85797,1031,0,0,431,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.4554042794207213,1.793739500657076
CLI1329,0,1,46,1,2,0,2,1,123477,72,1,0,133,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.7693044875463693,-0.8560979918620978
CLI133,0,1,76,1,2,2,2,1,126886,779,1,0,70,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-2.941104925736953,0.8126960242409765
CLI1330,0,1,44,1,2,0,3,1,117703,1376,0,0,54,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,-0.7083794668339478,-0.3143010096857597
CLI1331,0,1,43,1,2,0,1,2,27520,1744,0,0,457,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0.7874164169725127,-1.134086132152203
CLI1332,0,1,97,1,2,2,2,0,106336,1697,1,0,543,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,-3.522427838436423,0.735867889285227
CLI1333,0,0,47,1,2,0,1,1,86975,1619,1,0,98,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.9335520938170756,-1.4427453459089936
CLI1334,1,0,21,0,0,0,3,3,14397,2789,0,0,321,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.8015896727513496,-0.6102994885659307
CLI1335,0,1,50,0,2,0,1,1,90589,74,3,0,586,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,-2.3672752270945816,-1.912240131492772
CLI1338,0,0,39,1,1,0,1,2,28374,1974,0,0,296,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.5390235041611064,-1.1947390705020955
CLI1339,1,1,58,1,2,0,3,1,67875,7,2,0,587,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,-1.7708443673622,-0.5523209154037549
CLI1340,1,0,23,0,0,0,4,3,12410,2064,0,0,340,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.611668299621904,-0.0005028474252009
CLI1342,1,1,42,0,2,1,3,2,39580,1077,0,1,118,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.3349707362863885,0.8014330367111311
CLI1343,1,1,40,1,1,1,3,2,81695,1629,0,0,261,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0.6897512216104282,0.401377088121546
CLI1344,1,1,69,1,2,1,4,1,112238,7,2,1,140,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.718124240287453,0.7475142457912087
CLI1345,1,0,34,1,1,0,2,2,24820,1284,0,1,349,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1.5473984630479545,-0.628589970225447
CLI1346,1,0,28,0,0,0,1,2,20720,1547,0,0,538,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,2.2856659204123115,-1.2593438914352304
CLI1347,1,1,57,1,2,0,2,1,124732,1756,1,1,131,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,-1.4329235608877748,-1.145304187977136
CLI1348,1,0,21,0,0,0,4,3,12643,234,0,0,376,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.983836660340818,0.3402379650740007
CLI1349,0,0,39,1,1,0,1,2,27755,1629,0,1,183,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.4265272360832786,-1.084415449001342
CLI135,1,1,51,1,2,0,1,1,52430,642,1,0,457,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,-1.0398196628231124,-1.204969200662892
CLI1350,0,0,33,0,1,0,4,2,18885,985,0,0,412,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1.7315632657859372,0.3397032679453047
CLI1351,0,1,65,1,2,1,5,1,127573,1619,4,1,299,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.8226154381502964,0.1373829071864997
CLI1352,0,0,28,0,0,0,3,2,22930,2685,0,0,366,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.900310761554677,-0.525760921653854
CLI1353,1,1,85,1,2,0,1,0,39679,1072,1,0,375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,-2.165132443865787,-0.9676101069692984
CLI1354,0,1,64,1,2,1,2,1,69810,915,1,0,590,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,-1.6820953586258756,-0.0339792481075356
CLI1355,0,1,42,1,2,0,4,2,79905,1353,0,0,482,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.4143784576371613,0.0670565678369089
CLI1356,1,1,32,0,1,0,4,2,25746,1767,0,0,365,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.9718986749676937,0.1664076597360586
CLI1357,1,1,62,1,2,1,3,1,28975,876,0,0,198,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7143530149161587,1.035159266237349
CLI1358,0,0,41,1,1,0,2,2,34107,1537,0,1,313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1.3714622194735664,-0.6749576615097878
CLI1359,1,1,54,1,2,1,4,1,103002,1072,2,1,385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,-1.877588076355288,0.4233499054204346
CLI136,0,1,55,1,2,2,2,1,123559,935,1,0,468,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,-2.361859472102557,0.5631192423684797
CLI1360,0,0,45,1,2,0,1,1,125369,1399,1,0,87,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,-1.379997177704857,-1.5711042645088489
CLI1362,1,0,31,1,0,0,1,2,30947,1376,0,0,216,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2.0603439182857404,-1.1446760869228
CLI1363,0,0,39,0,1,0,2,2,20541,1215,0,0,284,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1.450668487548076,-0.5511245060970936
CLI1364,1,0,25,0,0,0,3,3,26881,1788,0,0,181,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.21081358735307,-0.3991817078973642
CLI1365,0,1,47,1,2,1,2,1,106695,1658,1,1,241,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,-1.3705889435950305,-0.2978540471892071
CLI1366,1,0,20,0,0,0,1,3,18295,2271,0,1,341,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.382878275680976,-1.4453726771752329
CLI1367,1,0,33,0,1,0,4,2,20062,2066,0,0,412,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,2.115629081612005,0.1199917914263957
CLI1369,1,1,92,0,2,2,2,0,31069,583,0,1,261,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.61574225105266,1.6615217868872507
CLI137,1,0,33,0,1,0,5,2,19725,1629,0,1,113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2.083316801441496,0.7665450859085475
CLI1370,0,0,46,1,2,0,1,1,58270,1737,1,0,450,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,-0.5786204767655174,-1.46795319786069
CLI1371,1,0,31,1,0,0,1,2,30057,1675,0,0,187,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,2.18163108118093,-1.1901208711511124
CLI1372,1,1,80,1,2,1,2,0,128725,1013,1,0,108,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-3.238869365716121,0.014963515257408
CLI1373,0,1,67,1,2,2,4,1,106369,1385,2,0,381,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-2.449361099791764,1.2399735023792156
CLI1374,0,1,46,1,2,0,1,1,91400,1248,1,0,285,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,-1.1055153971920195,-1.457630191314383
CLI1375,1,1,54,1,2,0,2,1,23036,1326,0,0,253,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.0647647691508184,-0.3715227407330018
CLI1376,0,1,92,1,2,2,2,0,74609,1346,1,1,199,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-3.1635368655362908,1.039872747482858
CLI1377,1,0,24,0,0,0,4,3,18335,1995,0,1,381,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.4951732381730647,-0.0222132882651574
CLI1378,0,0,46,1,2,0,1,1,85223,1091,1,0,84,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,-1.0830999106790984,-1.32999962437876
CLI1379,0,0,34,0,1,0,4,2,27302,778,0,0,80,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1.5620436040608043,0.4637792846522957
CLI138,0,0,45,0,2,0,2,1,93183,1652,3,0,90,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.5567125970836075,-1.632851357285233
CLI1380,0,1,54,1,2,1,4,1,48704,935,0,1,317,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.6140086432007531,1.31501791785089
CLI1381,1,1,64,1,2,1,2,1,57446,1189,1,1,145,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,-1.4184902351564186,0.119492506585653
CLI1382,1,1,79,1,2,2,5,0,123333,1365,4,0,165,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-4.133192549988677,1.2339980588405437
CLI1383,1,1,50,1,2,1,4,1,49147,1463,0,0,74,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.3114101310388554,1.274326301383379
CLI1384,1,1,54,1,2,1,5,1,122323,1248,4,1,152,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,-2.624022728943638,0.2349048206568265
CLI1385,0,0,22,0,0,0,3,3,15995,2478,0,0,352,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.643717559116768,-0.5617082369225824
CLI1386,0,0,34,0,1,0,4,2,20225,1606,0,0,433,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1.919242038670496,0.207860018669394
CLI1387,1,1,55,1,2,0,2,1,45122,779,1,0,370,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,-0.8975902092286817,-0.6973960167769679
CLI1388,0,0,72,0,2,0,1,1,39471,1619,0,0,376,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,-0.6868541403492767,-0.9168606255451504
CLI1389,0,1,86,1,2,2,2,0,106375,117,1,0,393,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,-3.824611791823464,1.051463473675199
CLI139,0,0,43,1,2,0,4,2,44048,1859,0,1,246,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0.9790357888958529,0.208652675972653
CLI1391,1,1,32,0,1,0,4,2,25524,2043,0,1,151,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2.08971015579222,0.1867153659850378
CLI1393,0,1,68,0,2,1,5,1,70584,642,0,0,225,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-1.1888507861098108,1.828222851451616
CLI1394,0,0,31,1,0,0,1,2,20390,1238,0,1,152,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2.128072104035624,-1.0492511787536645
CLI1395,0,1,54,0,2,0,1,1,30455,1737,0,0,258,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,-0.0992090174156484,-0.9418294652685348
CLI1396,1,0,32,1,1,0,1,2,25365,133,0,0,380,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1.0610106531076624,-0.87702277673007
CLI1397,1,0,57,1,2,0,1,1,24282,642,0,0,385,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-0.5159305811287654,-0.7280348253326282
CLI1398,1,0,25,0,0,0,4,3,27417,1374,0,0,230,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.154571382833816,0.1184582320074859
CLI1399,1,0,20,0,0,0,3,3,13395,2409,0,1,192,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.705834357680375,-0.4903537898080427
CLI14,0,0,21,0,0,0,1,3,13798,1374,0,0,96,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0940073929878324,-1.1583607942787078
CLI140,0,0,32,0,1,0,4,2,18393,1537,0,0,53,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.9875504989100112,0.3520914455450786
CLI1400,1,1,29,1,0,1,2,2,18182,1926,0,0,51,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2.2312546005797085,0.1375160036896061
CLI1401,1,1,56,0,2,0,4,1,59945,1052,0,0,87,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.3928326571197518,0.4986272397664261
CLI1402,1,1,30,0,0,2,3,2,20116,1077,0,0,249,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.6325916773635143,1.5214313040386116
CLI1404,1,1,68,1,2,0,1,1,82338,1189,1,0,393,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,-1.572913747169958,-1.3442510228491742
CLI1405,0,1,69,0,2,1,8,1,64329,74,0,0,225,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-1.0398508911413331,3.336953650310601
CLI1406,1,0,58,1,2,0,1,1,47767,681,1,0,182,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,-1.1277002008179693,-1.0654617704720346
CLI1407,1,0,31,0,0,0,3,2,25846,985,0,0,73,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,2.19090243417186,-0.0858462150690919
CLI1408,0,0,36,1,1,0,3,2,27415,1353,0,0,433,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1.5950905572633691,-0.2188383123085701
CLI1409,0,1,50,1,2,1,2,1,88776,1072,1,0,394,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-1.47516564505643,-0.1430893255444745
CLI141,0,1,41,1,1,0,4,2,26460,1054,0,0,67,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.50257117780363,0.4488770040820577
CLI1410,1,1,67,1,2,1,2,1,71508,1189,1,1,338,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,-1.6564531303791117,0.0051469880927417
CLI1412,1,0,46,0,2,0,3,1,60220,74,0,0,51,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.6132481878663041,0.203973486796149
CLI1413,1,1,57,1,2,2,4,1,122965,681,2,1,344,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-2.64088741768292,1.275131953102958
CLI1414,0,1,56,1,2,0,1,1,127661,779,1,0,476,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,-1.9263066928219736,-1.5428793320640637
CLI1415,0,0,54,0,2,0,2,1,27604,1541,0,0,193,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.0312919443061696,-0.413261686555162
CLI1416,1,1,56,1,2,0,2,1,64971,1678,1,1,373,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,-0.8068419936950382,-0.9585925687425012
CLI1417,1,1,32,0,1,1,4,2,30451,1951,0,0,126,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1.6708861863631923,1.0253143451962603
CLI1418,1,1,58,1,2,2,2,1,26674,1717,0,0,494,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.7408743571174372,1.1358495439700242
CLI1419,1,1,44,1,2,0,1,1,44404,1054,1,0,37,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.6033755753541997,-1.138125167444998
CLI142,0,1,43,1,2,1,2,2,22281,1721,0,0,170,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0.6258681834270473,0.2804939246271909
CLI1420,0,0,28,1,0,0,4,2,30673,1788,0,0,189,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.6037319978059097,0.1347488929463418
CLI1421,0,1,32,0,1,1,2,2,18353,1928,0,0,588,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1.553336705926634,0.0128725105087164
CLI1422,1,1,66,1,2,1,5,1,81281,1717,0,0,41,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.8490298158636538,1.6230255765514916
CLI1423,0,0,28,1,0,0,3,2,19975,1098,0,0,127,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.365488138842744,-0.1150804570283707
CLI1424,1,1,61,1,2,2,2,1,44683,1424,1,0,287,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-1.4638104091495463,0.8985686454842173
CLI1425,1,1,73,1,2,2,2,1,47132,603,1,0,228,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.0804681095929336,1.125743933447748
CLI1426,1,0,30,1,0,0,6,2,20694,1905,0,0,379,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.902782639345664,1.007626878026497
CLI1427,1,1,56,0,2,1,4,1,70162,1013,0,0,100,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.85191344789446,1.2905615715986685
CLI1428,1,1,39,0,1,0,2,2,24020,1974,0,0,505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1.6770831736962484,-0.7934720411549462
CLI1429,1,1,72,1,2,0,2,1,33264,1424,0,0,298,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.5814209280998471,-0.3694098339435739
CLI143,0,1,53,1,2,1,5,1,113361,72,0,0,49,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1.483197951716107,1.7485429572494282
CLI1430,0,0,22,0,0,0,4,3,13333,2996,0,0,554,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.954079042331201,-0.2681987750506933
CLI1431,1,0,35,1,1,0,5,2,22049,1583,0,1,215,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.98579450662824,0.7393117378458729
CLI1432,0,1,87,1,2,2,2,0,35720,1561,1,1,233,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.5443459022116084,1.1316788978414107
CLI1433,0,0,23,0,0,0,3,3,23541,2754,0,1,166,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.6512873403864248,-0.5803110183520735
CLI1434,1,0,40,1,1,0,1,2,79290,1146,1,0,418,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0.2909508984962187,-1.5917945081321003
CLI1435,0,1,77,1,2,1,2,1,42214,1189,1,1,332,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-1.583186381411576,0.1798003871043058
CLI1436,0,0,31,1,0,0,3,2,21787,778,0,0,138,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2.1545322043990733,-0.0496385647837813
CLI1437,1,0,28,1,0,0,1,2,19546,1995,0,1,269,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2.480531435812543,-1.2499927719959067
CLI1438,0,1,40,0,1,0,2,2,115568,1721,3,0,362,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,-0.5040657487229274,-1.994424469380091
CLI1439,1,0,22,0,0,0,4,3,20089,2064,0,0,585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5368737158829826,-0.1232656336189324
CLI144,0,0,35,1,1,0,3,2,25568,1583,0,0,499,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1.719531532896324,-0.2838709600866466
CLI1440,1,1,54,0,2,0,2,1,58295,1541,0,0,599,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,-0.3899438889653051,-0.6872272002518358
CLI1441,0,0,31,1,0,0,2,2,22847,847,0,0,553,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2.03630311769241,-0.6664626627101883
CLI1442,0,1,54,1,2,1,6,1,83506,1678,0,1,188,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.4996430687353093,1.970544140729148
CLI1443,1,0,20,0,0,0,4,3,13156,1512,0,0,300,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.47679434099216,0.1060982332902684
CLI1444,0,1,51,0,2,1,5,1,85518,1072,0,0,237,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.7786406118008621,1.5967780060983805
CLI1446,0,0,35,0,1,0,1,2,29082,1652,0,0,106,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.523261024729761,-1.0862013199890126
CLI1447,1,1,52,1,2,1,2,1,105530,1287,1,0,591,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,-1.6391936191240517,-0.3177283128549596
CLI1448,0,1,54,1,2,1,4,1,58158,74,2,0,222,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-1.7482233549281296,0.8727351114696218
CLI1449,1,0,31,0,0,0,9,2,23760,755,0,0,141,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.753036363112109,2.67385503812456
CLI145,1,1,86,0,2,0,1,0,70379,915,0,0,255,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-2.210143057274674,-0.721170867859403
CLI1450,1,1,64,1,2,1,3,1,111461,837,2,0,493,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,-2.411108064643952,-0.0135874280338945
CLI1452,1,1,58,1,2,1,2,1,63871,857,1,0,53,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-1.4574218963721064,0.1621669734104694
CLI1453,0,1,74,1,2,1,3,1,90467,1287,2,0,369,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,-2.254645547699436,0.0765563350959682
CLI1454,1,0,29,1,0,0,5,2,30342,1754,0,0,411,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.6605574460637977,0.5253192148508078
CLI1455,0,0,29,0,0,0,3,2,19430,1512,0,0,454,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.47740585764173,-0.3036475891700216
CLI1456,1,1,44,1,2,1,2,1,56054,847,1,0,122,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.0396172201077123,0.1107493154770596
CLI1457,1,0,28,1,0,0,3,2,21608,1857,0,1,142,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.625440258267805,-0.278046055745912
CLI1458,1,0,45,1,2,0,1,1,92460,824,1,0,459,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,-1.2596865867325893,-1.4428729179226645
CLI1459,1,1,50,1,2,2,3,1,127020,1385,2,1,124,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-2.345833325755404,0.707489365795627
CLI146,0,1,47,0,2,1,5,1,21950,564,0,0,596,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,-0.2037599583845508,1.8312606473170197
CLI1460,0,1,52,1,2,1,2,1,37559,935,1,0,517,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,-1.0284715788789858,0.0730428555825253
CLI1461,1,1,30,0,0,1,3,2,24299,1974,0,1,232,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2.251150918210424,0.4980018539689487
CLI1462,1,1,55,1,2,0,4,1,123249,1482,2,0,165,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.6225225245423578,-0.4983244432166244
CLI1463,1,1,56,0,2,1,2,1,94337,1697,3,1,183,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-2.160534361127969,-0.7960798914366709
CLI1465,0,0,43,1,2,0,1,2,52847,709,1,1,139,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,-0.2065277153341505,-1.2309992770396994
CLI1466,1,1,66,0,2,1,3,1,48952,74,0,0,151,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.3192427683365964,1.1420058493604772
CLI1467,1,1,43,0,2,1,6,2,100722,709,0,1,297,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.1832565045875596,1.9156864740470705
CLI1468,0,1,72,1,2,0,1,1,21744,1287,0,0,389,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,-0.6178721600794118,-0.7784521037979576
CLI1469,0,1,47,1,2,0,1,1,64253,1678,1,0,196,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-0.6726330305604121,-1.389705968213906
CLI147,1,0,32,0,1,0,5,2,28472,1744,0,0,564,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2.025610368884189,0.5449502419922602
CLI1470,0,1,64,1,2,1,6,1,68765,1072,0,0,245,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.8103463310248655,2.1804588754586147
CLI1471,0,1,34,0,1,0,2,2,31157,893,0,0,154,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.34819721212354,-0.5109437649321092
CLI1472,0,1,42,1,2,0,1,2,60319,1215,1,0,399,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,-0.0943387706223604,-1.458509701845858
CLI1473,0,0,30,1,0,0,3,2,22720,2043,0,1,291,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.623086094945017,-0.3623528594722821
CLI1475,1,1,68,1,2,2,2,1,65592,1111,1,1,221,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-1.971209512988608,0.9244707719958972
CLI1476,1,0,53,1,2,0,1,1,63867,1248,1,0,194,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.972515451045838,-1.2747780386150422
CLI1477,1,1,63,1,2,2,2,1,48562,1658,1,0,439,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,-1.4786661553045464,0.7916741821591395
CLI1478,1,1,46,1,2,1,5,1,25552,1737,0,0,367,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.2273331332810222,1.6575498912139328
CLI1479,0,1,75,1,2,2,2,1,73602,974,1,0,425,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,-2.29230511531286,0.8779309723938346
CLI148,0,1,31,0,0,1,2,2,22265,1951,0,1,248,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,2.134511493097106,0.0556367662085443
